,generalScienceJargon,frequencyRank,word
2517,1,2517,vital
2518,1,2518,tended
2519,1,2519,variance
2520,0,2520,radiotherapy
2521,1,2521,prenatal
2522,1,2522,contributed
2523,1,2523,evaluating
2524,1,2524,becomes
2525,0,2525,glycine
2526,1,2526,attractive
2527,0,2527,intestine
2528,1,2528,object
2529,1,2529,modulated
2530,1,2530,clarify
2531,1,2531,attenuation
2532,1,2532,lesser
2533,0,2533,histological
2534,1,2534,experimentally
2535,1,2535,critically
2536,1,2536,behavioural
2537,0,2537,cyclophosphamide
2538,1,2538,physiology
2539,1,2539,intra
2540,0,2540,psychosocial
2541,0,2541,cats
2542,1,2542,property
2543,1,2543,items
2544,0,2544,transferrin
2545,1,2545,increasingly
2546,0,2546,cyclin
2547,1,2547,practical
2548,0,2548,histidine
2549,1,2549,improving
2550,1,2550,concentrated
2551,1,2551,chronically
2552,1,2552,epidemic
2553,0,2553,cytomegalovirus
2554,0,2554,yr
2555,1,2555,assumed
2556,1,2556,reconstituted
2557,1,2557,combining
2558,1,2558,partners
2559,1,2559,defining
2560,1,2560,created
2561,1,2561,contributing
2562,1,2562,contributions
2563,1,2563,viability
2564,1,2564,society
2565,1,2565,afferent
2566,0,2566,fibroblast
2567,1,2567,complementation
2568,1,2568,profound
2569,1,2569,indistinguishable
2570,0,2570,mellitus
2571,1,2571,currents
2572,1,2572,juvenile
2573,1,2573,primates
2574,0,2574,adenylate
2575,0,2575,proteases
2576,1,2576,abortion
2577,1,2577,accumulate
2578,0,2578,erythroid
2579,1,2579,enable
2580,1,2580,antagonists
2581,1,2581,branches
2582,1,2582,hybrids
2583,1,2583,differs
2584,1,2584,differentiate
2585,0,2585,pediatric
2586,0,2586,hormonal
2587,0,2587,re
2588,1,2588,operation
2589,0,2589,epidermis
2590,1,2590,segregation
2591,1,2591,inverse
2592,1,2592,elicit
2593,1,2593,demonstrable
2594,0,2594,rheumatoid
2595,1,2595,disturbance
2596,1,2596,contraction
2597,1,2597,attempt
2598,1,2598,tolerant
2599,0,2599,myeloid
2600,1,2600,proven
2601,1,2601,degraded
2602,0,2602,lysosomal
2603,1,2603,forces
2604,1,2604,ultraviolet
2605,1,2605,utilized
2606,1,2606,unstable
2607,1,2607,injuries
2608,1,2608,repressor
2609,1,2609,orally
2610,0,2610,aortic
2611,1,2611,principles
2612,1,2612,analogous
2613,0,2613,metals
2614,1,2614,aromatic
2615,0,2615,mo
2616,1,2616,suspension
2617,1,2617,gels
2618,1,2618,coefficient
2619,0,2619,prolactin
2620,1,2620,disk
2621,1,2621,bias
2622,1,2622,epidemiological
2623,1,2623,stronger
2624,0,2624,mite
2625,1,2625,relaxation
2626,1,2626,transported
2627,0,2627,glands
2628,0,2628,cavity
2629,1,2629,fractures
2630,1,2630,spatially
2631,0,2631,pore
2632,1,2632,inability
2633,1,2633,situations
2634,1,2634,predictors
2635,1,2635,maize
2636,0,2636,knockout
2637,1,2637,deleted
2638,1,2638,recessive
2639,1,2639,synthesize
2640,0,2640,poliovirus
2641,1,2641,calculations
2642,1,2642,rating
2643,1,2643,ultimately
2644,1,2644,reactivation
2645,0,2645,melanoma
2646,0,2646,eczema
2647,1,2647,scan
2648,1,2648,emotion
2649,1,2649,integral
2650,1,2650,foreign
2651,0,2651,opioid
2652,1,2652,inoculated
2653,1,2653,prescribing
2654,1,2654,specificities
2655,1,2655,zones
2656,0,2656,lytic
2657,0,2657,tubulin
2658,0,2658,gives
2659,1,2659,candidates
2660,0,2660,spindle
2661,1,2661,mediators
2662,0,2662,int
2663,1,2663,rodent
2664,1,2664,awareness
2665,1,2665,portions
2666,0,2666,barr
2667,1,2667,ex
2668,1,2668,gross
2669,1,2669,deprived
2670,1,2670,utility
2671,1,2671,emphasis
2672,0,2672,streptococcal
2673,1,2673,validity
2674,1,2674,socioeconomic
2675,1,2675,disappearance
2676,1,2676,origins
2677,1,2677,entirely
2678,0,2678,oncogene
2679,0,2679,virulence
2680,1,2680,breeding
2681,0,2681,ser
2682,0,2682,herpesvirus
2683,1,2683,infiltration
2684,1,2684,trafficking
2685,1,2685,dilution
2686,1,2686,argue
2687,0,2687,polysaccharide
2688,1,2688,professional
2689,0,2689,parathyroid
2690,0,2690,oxidized
2691,1,2691,managed
2692,1,2692,thickness
2693,1,2693,verbal
2694,1,2694,microscope
2695,0,2695,pol
2696,0,2696,sub
2697,1,2697,constitutive
2698,0,2698,japanese
2699,1,2699,examinations
2700,1,2700,visible
2701,1,2701,occupational
2702,0,2702,splenic
2703,1,2703,replicate
2704,1,2704,nutritional
2705,1,2705,competence
2706,1,2706,opportunity
2707,1,2707,surveys
2708,0,2708,brainstem
2709,0,2709,peritoneal
2710,0,2710,africa
2711,0,2711,thalamic
2712,1,2712,consist
2713,0,2713,thoracic
2714,0,2714,aldosterone
2715,1,2715,notion
2716,0,2716,perceptual
2717,1,2717,resource
2718,1,2718,consisted
2719,0,2719,microtubule
2720,0,2720,hypertensive
2721,0,2721,allelic
2722,0,2722,dimers
2723,1,2723,concerns
2724,1,2724,developments
2725,1,2725,indicator
2726,1,2726,modulating
2727,0,2727,monophosphate
2728,0,2728,cutaneous
2729,1,2729,primate
2730,1,2730,actively
2731,1,2731,subgroups
2732,1,2732,modest
2733,1,2733,regulators
2734,1,2734,enhancing
2735,1,2735,monitor
2736,0,2736,diarrhea
2737,0,2737,metastatic
2738,1,2738,replicative
2739,0,2739,adenine
2740,1,2740,ensure
2741,1,2741,mosaic
2742,1,2742,engagement
2743,0,2743,mitosis
2744,1,2744,boundaries
2745,1,2745,vertebrates
2746,0,2746,rev
2747,0,2747,epstein
2748,1,2748,granules
2749,1,2749,densities
2750,1,2750,reflects
2751,0,2751,immunologically
2752,0,2752,hydroxy
2753,0,2753,acetyltransferase
2754,1,2754,eligible
2755,1,2755,progressively
2756,1,2756,conjunction
2757,0,2757,angiogenesis
2758,1,2758,permanent
2759,0,2759,forebrain
2760,0,2760,subcortical
2761,0,2761,aureus
2762,0,2762,grafts
2763,0,2763,postmenopausal
2764,1,2764,outpatient
2765,1,2765,constituents
2766,1,2766,modify
2767,1,2767,attitudes
2768,1,2768,deleterious
2769,1,2769,underlie
2770,1,2770,logistic
2771,1,2771,chemically
2772,0,2772,presynaptic
2773,0,2773,fungal
2774,0,2774,hemorrhage
2775,0,2775,pars
2776,0,2776,centrifugation
2777,0,2777,psychotic
2778,1,2778,constants
2779,0,2779,limbic
2780,1,2780,corrected
2781,1,2781,fluids
2782,0,2782,midbrain
2783,1,2783,reversal
2784,1,2784,seemed
2785,1,2785,lasting
2786,0,2786,epigenetic
2787,0,2787,placental
2788,0,2788,polar
2789,1,2789,amplified
2790,0,2790,antenatal
2791,1,2791,repetitive
2792,1,2792,conditioning
2793,0,2793,parasites
2794,0,2794,panic
2795,1,2795,reciprocal
2796,0,2796,kidneys
2797,1,2797,vertical
2798,0,2798,oncogenic
2799,1,2799,bulk
2800,1,2800,loading
2801,1,2801,moderately
2802,0,2802,biofilm
2803,1,2803,tightly
2804,0,2804,postsynaptic
2805,1,2805,subsets
2806,1,2806,importantly
2807,1,2807,definition
2808,1,2808,correctly
2809,0,2809,reperfusion
2810,0,2810,tau
2811,1,2811,replicated
2812,1,2812,extend
2813,1,2813,annual
2814,1,2814,subjective
2815,1,2815,primer
2816,1,2816,complication
2817,0,2817,ligase
2818,0,2818,lysis
2819,0,2819,spine
2820,1,2820,completion
2821,0,2821,endoplasmic
2822,0,2822,saccharomyces
2823,1,2823,invasion
2824,1,2824,rhythm
2825,1,2825,decay
2826,0,2826,glutamine
2827,1,2827,degeneration
2828,1,2828,encountered
2829,1,2829,adsorption
2830,0,2830,immunoglobulins
2831,0,2831,glycosylation
2832,0,2832,nurses
2833,1,2833,mu
2834,1,2834,judged
2835,1,2835,inserted
2836,1,2836,distances
2837,0,2837,spectrometry
2838,1,2838,lowering
2839,0,2839,microtubules
2840,1,2840,driving
2841,1,2841,dimensions
2842,1,2842,ranges
2843,1,2843,pathophysiology
2844,0,2844,medulla
2845,0,2845,glutamic
2846,0,2846,bladder
2847,1,2847,scheme
2848,1,2848,confined
2849,1,2849,imply
2850,1,2850,indications
2851,1,2851,sediment
2852,0,2852,aneurysms
2853,1,2853,emergence
2854,1,2854,standards
2855,0,2855,immunologic
2856,1,2856,difficulties
2857,1,2857,altering
2858,1,2858,closed
2859,0,2859,ribosomes
2860,0,2860,phosphorus
2861,1,2861,constraints
2862,0,2862,rod
2863,1,2863,polarity
2864,1,2864,precisely
2865,1,2865,probable
2866,1,2866,ineffective
2867,0,2867,lupus
2868,1,2868,difficulty
2869,1,2869,analog
2870,1,2870,relief
2871,0,2871,vesicle
2872,0,2872,proline
2873,1,2873,conclusions
2874,0,2874,colitis
2875,0,2875,fos
2876,1,2876,retrograde
2877,0,2877,zebrafish
2878,0,2878,idiopathic
2879,0,2879,seizures
2880,0,2880,plasmodium
2881,0,2881,actinomycin
2882,1,2882,repertoire
2883,0,2883,daltons
2884,1,2884,displays
2885,1,2885,ethical
2886,0,2886,leukaemia
2887,0,2887,hemagglutinin
2888,1,2888,accessory
2889,1,2889,differing
2890,1,2890,assembled
2891,1,2891,killer
2892,1,2892,ambient
2893,1,2893,averaged
2894,1,2894,infusions
2895,1,2895,eventually
2896,1,2896,atoms
2897,0,2897,cadmium
2898,1,2898,composite
2899,0,2899,cirrhosis
2900,1,2900,objects
2901,1,2901,interfering
2902,1,2902,bypass
2903,1,2903,subpopulation
2904,1,2904,permissive
2905,1,2905,extensively
2906,1,2906,correspond
2907,1,2907,borne
2908,1,2908,quantity
2909,1,2909,minus
2910,0,2910,kilometers
2911,1,2911,engineered
2912,0,2912,cochlear
2913,1,2913,industry
2914,1,2914,motility
2915,1,2915,computational
2916,0,2916,angina
2917,1,2917,serves
2918,1,2918,patches
2919,1,2919,exclusion
2920,1,2920,transitions
2921,1,2921,interviewed
2922,1,2922,algorithm
2923,0,2923,lumbar
2924,1,2924,quantify
2925,1,2925,doctors
2926,0,2926,salts
2927,0,2927,haplotype
2928,0,2928,falciparum
2929,1,2929,educational
2930,0,2930,thymic
2931,0,2931,endothelium
2932,1,2932,meters
2933,0,2933,oligonucleotide
2934,1,2934,recordings
2935,0,2935,cytosol
2936,0,2936,striatal
2937,1,2937,atypical
2938,1,2938,options
2939,1,2939,macaques
2940,1,2940,aggregates
2941,1,2941,specified
2942,1,2942,relapse
2943,1,2943,confer
2944,1,2944,constitutively
2945,1,2945,simulations
2946,1,2946,paradigm
2947,0,2947,oocytes
2948,1,2948,survived
